user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR4836953_bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium excrementipullorum	GCA_018716085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium excrementipullorum	98.48	0.938	GCA_018716085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium excrementipullorum	98.48	0.938	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.95	11	N/A	N/A
ERR4836954_bin.5	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa	GCF_014131695.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa	99.64	0.916	GCF_014131695.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa	99.64	0.916	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.99	11	N/A	N/A
ERR4836956_bin.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma merdavium	GCA_018715595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma merdavium	98.51	0.948	GCA_018715595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma merdavium	98.51	0.948	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944325415.1, s__Caccoplasma sp944325415, 95.0, 87.0, 0.37; GCA_963931635.1, s__Caccoplasma sp905210875, 95.0, 86.24, 0.359	99.28	11	N/A	N/A
ERR4836956_bin.18	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944383245	GCA_944383245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944383245	96.81	0.811	GCA_944383245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944383245	96.81	0.811	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.61	11	N/A	N/A
ERR4836956_bin.24	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Alloscybalousia;s__Alloscybalousia sp900543675	GCA_900543675.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Alloscybalousia;s__Alloscybalousia sp900543675	97.69	0.826	GCA_900543675.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Alloscybalousia;s__Alloscybalousia sp900543675	97.69	0.826	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Alloscybalousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018716115.1, s__Alloscybalousia intestinigallinarum, 95.0, 86.57, 0.359; GCA_949296705.1, s__Alloscybalousia sp949296705, 95.0, 89.25, 0.53; GCA_944350365.1, s__Alloscybalousia sp944350365, 95.0, 91.21, 0.525; GCA_944363785.1, s__Alloscybalousia sp944363785, 95.0, 85.85, 0.231	80.42	11	N/A	N/A
ERR4836956_bin.34	d__Bacteria;p__Bacillota;c__Bacilli;o__CAJFEE01;f__CAJFEE01;g__Harrysmithiimonas;s__Harrysmithiimonas galli	GCA_904373265.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__CAJFEE01;f__CAJFEE01;g__Harrysmithiimonas;s__Harrysmithiimonas galli	99.48	0.967	GCA_904373265.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__CAJFEE01;f__CAJFEE01;g__Harrysmithiimonas;s__Harrysmithiimonas galli	99.48	0.967	d__Bacteria;p__Bacillota;c__Bacilli;o__CAJFEE01;f__CAJFEE01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.45	11	N/A	N/A
ERR4836957_bin.16	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter tabaqchaliae	GCA_019120595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter tabaqchaliae	98.18	0.846	GCA_019120595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter tabaqchaliae	98.18	0.846	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019114685.1, s__Mediterraneibacter caccavium, 95.0, 94.24, 0.688; GCA_944377705.1, s__Mediterraneibacter sp944377705, 95.0, 84.88, 0.191; GCA_944376695.1, s__Mediterraneibacter sp944376695, 95.0, 90.06, 0.456; GCA_019120025.1, s__Mediterraneibacter excrementipullorum, 95.0, 85.17, 0.291	74.11	11	N/A	N/A
ERR4836957_bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp904397845	GCA_904397845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp904397845	99.19	0.75	GCA_904397845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp904397845	99.19	0.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	56.01	11	N/A	N/A
ERR4836957_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas intestinigallinarum	GCA_944338075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas intestinigallinarum	97.62	0.883	GCA_944338075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas intestinigallinarum	97.62	0.883	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944367185.1, s__Gallimonas sp944367185, 95.0, 90.13, 0.53; GCA_017887095.1, s__Gallimonas sp017887095, 95.0, 87.34, 0.315; GCA_944363395.1, s__Gallimonas sp944363395, 95.0, 83.37, 0.172	93.41	11	N/A	N/A
ERR4836957_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Onthovicinus;s__Onthovicinus excrementipullorum	GCA_018712345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Onthovicinus;s__Onthovicinus excrementipullorum	98.07	0.916	GCA_018712345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Onthovicinus;s__Onthovicinus excrementipullorum	98.07	0.916	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Onthovicinus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949293315.1, s__Onthovicinus sp949293315, 95.0, 84.8, 0.281	95.39	11	N/A	N/A
ERR4836958_bin.14	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900551245	GCA_900551245.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900551245	98.21	0.815	GCA_900551245.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900551245	98.21	0.815	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022009855.1, s__Victivallis sp900550905, 95.0, 89.68, 0.496; GCA_964590295.1, s__Victivallis sp964590295, 95.0, 89.49, 0.427	89.1	11	N/A	N/A
ERR4836958_bin.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CAAGCB01;f__CAG-977;g__CAG-977;s__CAG-977 sp944392845	GCA_944392845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CAAGCB01;f__CAG-977;g__CAG-977;s__CAG-977 sp944392845	98.86	0.965	GCA_944392845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CAAGCB01;f__CAG-977;g__CAG-977;s__CAG-977 sp944392845	98.86	0.965	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CAAGCB01;f__CAG-977;g__CAG-977;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000434295.1, s__CAG-977 sp000434295, 95.0, 84.32, 0.169	93.35	11	N/A	N/A
ERR4836958_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900759385	GCA_900759385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900759385	98.71	0.882	GCA_900759385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900759385	98.71	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018716545.1, s__Scatomorpha pullicola, 95.0, 86.74, 0.241	88.98	11	N/A	N/A
ERR4836958_bin.29	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__Merdousia gallistercoris	GCA_018713685.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__Merdousia gallistercoris	98.75	0.968	GCA_018713685.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__Merdousia gallistercoris	98.75	0.968	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545705.1, s__Merdousia sp900545705, 95.0, 92.95, 0.856	88.44	11	N/A	N/A
ERR4836958_bin.33	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	38.14	11	0.98932	N/A
ERR4836958_bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	97.99	0.869	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	97.99	0.869	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548875.1, s__Limisoma sp900548875, 95.0, 89.31, 0.537	99.14	11	N/A	N/A
ERR4836958_bin.39	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp002329575	GCA_002329575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp002329575	98.11	0.854	GCA_002329575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp002329575	98.11	0.854	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900553105.1, s__Aphodousia sp900553105, 95.0, 88.49, 0.304	99.52	11	N/A	N/A
ERR4836959_bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea saccharolyticum_A	GCF_020736365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea saccharolyticum_A	99.17	0.94	GCF_020736365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea saccharolyticum_A	99.17	0.94	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019423835.1, s__Otoolea sp019423835, 95.0, 90.2, 0.559	93.81	11	N/A	N/A
ERR4836959_bin.28	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella merdavium	GCA_019120415.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella merdavium	97.74	0.807	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_949282745.1, s__Sutterella sp949282745, 95.0, 93.33, 0.762; GCA_949287305.1, s__Sutterella sp949287305, 95.0, 94.27, 0.794; GCA_900545275.1, s__Sutterella sp900545275, 95.0, 93.13, 0.75	99.44	11	N/A	N/A
ERR4836959_bin.41	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp904419835	GCF_904419835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp904419835	97.49	0.779	GCF_904419835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp904419835	97.49	0.779	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_944387805.1, s__Pseudoflavonifractor sp944387805, 95.0, 89.93, 0.493; GCF_000169255.2, s__Pseudoflavonifractor capillosus, 95.85, 90.85, 0.555; GCF_050943825.1, s__Pseudoflavonifractor sp050943825, 95.0, 90.8, 0.508; GCA_902362925.1, s__Pseudoflavonifractor sp902362925, 95.0, 91.28, 0.554; GCF_040096055.1, s__Pseudoflavonifractor intestinihominis, 95.0, 90.86, 0.561	63.37	11	N/A	N/A
ERR4836959_bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter faecipullorum	GCA_019116245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter faecipullorum	99.43	0.962	GCA_019116245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter faecipullorum	99.43	0.962	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949287525.1, s__Tidjanibacter sp949287525, 95.0, 88.1, 0.54	96.33	11	N/A	N/A
ERR4836960_bin.14	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	GCF_000741215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	97.34	0.793	GCF_000741215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	97.34	0.793	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019331775.1, s__Bifidobacterium phasiani, 95.0, 84.21, 0.155; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 90.88, 0.503	94.79	11	N/A	N/A
ERR4836960_bin.34	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris_A	GCF_025311495.1	96.08	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris_A	98.82	0.871	GCF_025311495.1	96.08	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris_A	98.82	0.871	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000160835.1, s__Limosilactobacillus antri, 95.0, 86.44, 0.347; GCF_001434465.1, s__Limosilactobacillus oris, 95.0, 95.98, 0.785	95.49	11	N/A	N/A
ERR4836960_bin.5	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	GCF_000271405.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	98.79	0.905	GCF_000271405.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	98.79	0.905	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.09	11	N/A	N/A
ERR4836961_bin.23	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp944358305	GCA_944358305.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp944358305	98.7	0.89	GCA_944358305.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp944358305	98.7	0.89	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944331805.1, s__Onthousia sp944331805, 95.0, 84.02, 0.192; GCA_018715925.1, s__Onthousia faecipullorum, 95.0, 85.04, 0.194; GCA_963929435.1, s__Onthousia sp963929435, 95.19, 84.45, 0.209; GCA_958421325.1, s__Onthousia sp900760545, 95.0, 83.33, 0.165; GCA_949291575.1, s__Onthousia sp949291575, 95.0, 85.62, 0.239; GCA_946486465.1, s__Onthousia sp946486465, 95.0, 84.58, 0.196; GCA_946498975.1, s__Onthousia sp946498975, 95.0, 84.43, 0.256; GCA_944332025.1, s__Onthousia sp944332025, 95.0, 84.14, 0.211; GCA_949286645.1, s__Onthousia sp949286645, 95.0, 87.14, 0.248; GCA_946494345.1, s__Onthousia sp946494345, 95.0, 85.27, 0.243; GCA_944363715.1, s__Onthousia sp944363715, 95.0, 84.6, 0.213; GCA_944331955.1, s__Onthousia sp944331955, 95.0, 84.15, 0.199; GCA_944363735.1, s__Onthousia sp944363735, 95.0, 85.28, 0.234; GCA_946497925.1, s__Onthousia sp946497925, 95.0, 85.76, 0.254; GCA_018712385.1, s__Onthousia excrementipullorum, 95.0, 84.14, 0.219; GCA_946497955.1, s__Onthousia sp946497955, 95.21, 84.29, 0.22; GCA_944363705.1, s__Onthousia sp944363705, 95.0, 85.06, 0.224; GCA_946499755.1, s__Onthousia sp946499755, 95.0, 85.52, 0.199; GCA_963931065.1, s__Onthousia sp944363755, 95.0, 84.81, 0.235; GCA_946500695.1, s__Onthousia sp946500695, 95.0, 91.61, 0.556; GCA_944331715.1, s__Onthousia sp944331715, 95.0, 85.79, 0.227; GCA_944351375.1, s__Onthousia sp944351375, 95.0, 85.5, 0.254; GCA_944331935.1, s__Onthousia sp944331935, 95.2, 84.45, 0.215	78.74	11	N/A	N/A
ERR4836961_bin.45	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A stercoravium	GCA_019118365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A stercoravium	98.62	0.89	GCA_019118365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A stercoravium	98.62	0.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.97	11	N/A	N/A
ERR4836961_bin.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp905207515	GCA_905207515.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp905207515	98.43	0.912	GCA_905207515.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp905207515	98.43	0.912	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.24	11	N/A	N/A
ERR4836961_bin.70	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma avistercoris	GCA_018711385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma avistercoris	98.5	0.95	GCA_018711385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma avistercoris	98.5	0.95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944341315.1, s__Coproplasma sp944341315, 95.0, 85.12, 0.286	90.32	11	N/A	N/A
ERR4836961_bin.71	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__Caccousia sp930987725	GCA_930987725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__Caccousia sp930987725	98.35	0.927	GCA_930987725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__Caccousia sp930987725	98.35	0.927	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.38	11	N/A	N/A
ERR4836961_bin.78	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger stercoravium	GCA_019119835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger stercoravium	98.29	0.846	GCA_019119835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger stercoravium	98.29	0.846	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	58.9	11	N/A	N/A
